x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0,0,0.112061541368547,-0.363584995475968,0.223119142832226,0.099296140582928,-0.424979196720894,0.222939839460459,0.082544504482244,-0.49234003277652,0.222878065531238,0.112168737304549,-0.355132868454235,-0.644440136293274,0.102971689371614,-0.406107261343692,-0.645193318331959,0.089394143104758,-0.456890881804671,-0.645604160383289,-0.189355261866953,-0.945773391425052,1.90929520488959,-0.187643760651461,-0.790758983564501,-2.04923132337925,-0.2619868675894,0.055354891223378,0.754889451919897,-0.248992539889606,0.045670919377755,-0.401182096370963,-2.66467294338238,-1.72031853544915,4.32306084368652,-1.66467294338238,-0.553123762250315,-4.2091606194835,-4.35256379975072,-2.88158482832298,9.18682979828995,-3.33229650032522,-0.43903094873854,-9.25716668422984,-3.78153831618804,-0.668184972946653,13.8681526324778,-2.74299683499457,2.80563378234501,-13.5294670726788,-3.40860910547717,-0.79866968026541,14.9547133507996,-2.1690407235544,3.13325726661264,-14.6486062711439,-3.22230801934614,-0.540345643302798,14.0403211154191,-2.01170252582695,2.85513831909505,-13.5590576932161,-3.34010726861121,-0.464837916111004,13.6523363263408,-2.20047820288739,2.71757141247906,-13.1714290126709,-7.15088009680338,-0.481298851368293,1.76750178054267,-7.04956631067926,0.421232789601631,-3.70751498017784,-10.8673477545177,-0.08167785259287,1.84938198817574,-11.1097459274629,0.26523908327489,-3.35044486313441,-14.5869295450168,-0.700474569126844,2.98164542128003,-15.2341472654135,-0.481642241739554,-3.16606331100993,-15.2948996537026,-1.15058485375931,2.96051464950563,-15.9546070633037,-0.950835219860682,-3.20273726639462,-15.0840516066672,1.12875503730055,1.44689963008318,-15.6307835841234,1.5324912698903,-4.95351148450019
0,0,0,0.149224160041036,-0.479013849705053,0.268515698469693,0.133720184662734,-0.553180302641703,0.268710459946995,0.114228007181329,-0.63342737454048,0.269292607078738,0.146353765922886,-0.468342309994016,-0.763330391206079,0.132775497990938,-0.530886124647346,-0.763490271276823,0.115544584081388,-0.59230144481491,-0.762870938461785,-0.230967342053518,-1.16730358211507,2.20809889822177,-0.227254851671369,-0.99402197144567,-2.51022097012054,-0.326530306916303,0.052235615969907,0.884841866504232,-0.332828930494999,0.065497563477815,-0.493028460823288,-3.08813370949816,-2.12849448576558,5.17684302064632,-2.08813370949816,-0.694073266649568,-5.25266481255878,-5.08357271095153,-3.45347738736428,11.3148217758827,-3.89070274429341,-0.579969222877661,-10.9523888336753,-4.25283406001539,-1.07160596734205,17.256443559246,-3.22604086517911,3.27954817474566,-15.7228972973839,-3.90337052235616,-1.15698897153116,18.5961353605625,-2.55072454475507,3.63427588270497,-16.9775245522356,-3.72734461827819,-0.864849961528597,17.5422347877661,-2.36730571941523,3.30695477472856,-15.7693119763615,-3.86889800803625,-0.726487560913055,17.0264636498675,-2.58824484910661,3.14944430195777,-15.3077085737796,-8.28907839616996,-0.586415320167564,2.54158344554159,-8.25432375822861,0.462830212875096,-4.46206091839788,-12.5212843036676,-0.130202188595366,3.5966493812516,-13.0230465076515,0.35450329144225,-4.44516743075148,-16.7438857185603,-0.919222877660939,5.60547215632213,-17.8406754937163,-0.583038385910917,-5.13087076280243,-17.3502676968453,-1.62528212362144,5.64944443553903,-18.7573138411559,-1.15020090621527,-5.26686877511328,-17.384789903394,1.21882320253056,4.37988653607763,-18.3711993459862,1.79325681798752,-7.35185878323502
0,0,0,0.183718423153072,-0.704434493267407,0.332627405515647,0.157985301282251,-0.793287620113817,0.33241215300453,0.126566532947725,-0.881739071845425,0.332946640052451,0.178825761109556,-0.704716961573944,-0.930713715132009,0.15391931253952,-0.793113992806128,-0.930413875996413,0.123770355858237,-0.881783126535436,-0.929637250119207,-0.343577344486944,-1.4970872075546,2.65251288275751,-0.337306029791336,-1.39270091530097,-3.11580220675125,-0.430212188118709,0.089710897575437,1.06616115529537,-0.445893066310083,0.116125571415244,-0.618651225173887,-3.75264846430534,-2.58039721781675,6.32542138634927,-2.75264846430534,-0.862868115806823,-6.51990972351795,-6.15476153455443,-4.12139917695473,13.7511270388251,-4.75334297353609,-0.659154046293705,-13.1590661798623,-5.10324087031336,-1.35386800178292,20.6005364468338,-3.96281265872646,4.14547895222399,-18.2834494142022,-4.73142187807735,-1.47021384664822,22.0359833687067,-3.13619118698884,4.55751469353485,-19.7715494649947,-4.51496045443709,-1.12442081039898,20.6979024946616,-2.91740263913508,4.15377937411243,-18.4511863506909,-4.66310082822817,-0.86712846347607,20.2625488650734,-3.18576048760767,3.97594613925428,-17.7947351892019,-9.97637372889262,-0.719125436659722,3.3036020053954,-9.99956981890931,0.516458313897441,-5.53469169167418,-14.9985798841103,-0.010666417887241,4.3783051545283,-15.7226549947653,0.529140881715749,-6.31522321150916,-20.0847521534969,-1.07562117112915,6.77091925617543,-21.5433018731018,-0.605938572213411,-7.74761805037265,-20.8241317338889,-2.0268448549305,6.82017693464876,-22.7350861917053,-1.30434534730644,-7.97378187162463,-20.9142967834893,1.48081029532191,5.28292415920328,-22.2650686475728,2.27548952534959,-10.6324409505188
0,0,0,0.18322558559033,-0.760892177645525,0.347308144281031,0.15501981592911,-0.843874178725197,0.346624790978156,0.12133405311459,-0.92358029730477,0.34722157302927,0.176439452790688,-0.780634373066136,-0.910968812130509,0.148481217659219,-0.875374264308944,-0.91021141654268,0.116072627684367,-0.965387299371947,-0.909652406549132,-0.370108888859629,-1.50940762880354,2.71278793993338,-0.369226717929137,-1.43362519585511,-3.05279603747251,-0.442320504549105,0.189861617664485,1.08159677875943,-0.460237791149324,0.204861156828925,-0.609464122305758,-3.79148902553029,-2.32104438504786,6.51393212879696,-2.79148902553029,-0.612113391881394,-6.50097260990928,-6.26689225664591,-3.79571554595847,13.7217083997156,-4.83957655795336,-0.312894178988532,-12.7059285671964,-5.20756033654163,-0.962158817100949,19.6645239733242,-4.04089849767607,4.65164518295172,-17.7823048196816,-4.82501678758114,-1.15687632490224,21.0838066498571,-3.18812887595623,5.08390103885502,-19.3370441842552,-4.60026860129824,-0.773777139922843,19.6734457497795,-2.97342953824277,4.64430078078711,-17.9311599724815,-4.75278410512318,-0.526292643747778,19.2824926101726,-3.24674452593188,4.46797192853099,-17.2765601752492,-10.1393948570751,-0.456511606472765,3.35359558717034,-10.1493699719549,0.592149995391644,-5.63836151562233,-15.168016695414,0.382719983146585,4.16912870808042,-15.8388326376911,0.895498294908425,-6.42256209759181,-20.3420808700575,-0.703295632595558,6.39554544826133,-21.7914271418979,-0.202951980934574,-7.73492039065689,-21.1048749818957,-1.65244835350038,6.42320348194183,-23.0215183873389,-0.908728225519757,-7.94342939011705,-21.1775447997999,1.86612595294211,4.72910941882052,-22.6023956865791,2.72188705578744,-10.6696384251274
0,0,0,0.212288,-0.750729142857143,0.448668952380952,0.179495619047619,-0.828257523809524,0.447529523809524,0.13995580952381,-0.905901714285714,0.447858666666667,0.196769523809524,-0.773321142857143,-0.959114023809524,0.156629333333333,-0.871588571428571,-0.958733285714286,0.109625904761905,-0.966168380952381,-0.958761142857143,-0.450977523809524,-1.53987657142857,3.22582285714286,-0.469366857142857,-1.42427123809524,-3.29772171428571,-0.51252419047619,0.273209904761905,1.24925847619048,-0.541226666666667,0.257654857142857,-0.622868714285714,-4.3519420952381,-1.99997257142857,7.81492990476191,-3.3519420952381,-0.19473980952381,-7.32617142857143,-7.201536,-3.29535085714286,16.0232994285714,-5.61163276190476,0.630073904761905,-14.2631219047619,-5.97596952380952,-0.222887619047619,22.6948803809524,-4.67587657142857,6.35924419047619,-20.3728773333333,-5.57058438095238,-0.455067428571429,24.3623363809524,-3.68308419047619,6.89659123809524,-22.3423828571429,-5.30363123809524,-0.029391238095238,22.6893017142857,-3.44002133333333,6.35896380952381,-20.7741664761905,-5.4746300952381,0.244903619047619,22.2406114285714,-3.75624228571429,6.13473523809524,-19.8462624761905,-11.7412297142857,0.022439619047619,4.00586971428572,-11.7464380952381,0.9216,-6.38010019047619,-17.5019641904762,1.31025371428571,5.72076838095238,-18.3379535238095,1.75186895238095,-7.585832,-23.3865188571429,0.026361904761905,9.28448647619048,-25.1839931428571,0.633084952380952,-8.97121866666667,-24.3443337142857,-1.10439619047619,9.40530552380952,-26.5982499047619,-0.183225904761905,-9.23423352380952,-24.3141965714286,2.92034133333333,7.38191580952381,-26.1583954285714,4.02184838095238,-12.8105588571429
0,0,0,0.247975017750908,-0.646177867547204,0.540538528949491,0.218084556365165,-0.724116418383737,0.53972401215334,0.1817417260087,-0.804436693023031,0.540512247264981,0.233357230996188,-0.645095579162157,-1.08361092464998,0.197248781563872,-0.729172842144448,-1.08317488026754,0.154546645250684,-0.81322942445696,-1.08359859164639,-0.473001385604875,-1.47109187042871,3.7507271625087,-0.515975817403473,-1.36495177957163,-3.72817661550499,-0.576187587461999,0.184140683702943,1.42743939271213,-0.603810068728759,0.14884567394856,-0.699807960592984,-4.83951455574475,-2.32834010050805,9.51950607236166,-3.83951455574475,-0.427521145984848,-8.29972246972005,-7.78149838346098,-2.38798659892598,18.287667147205,-6.22824910556103,1.79976630843151,-14.384813947216,-5.90607184464681,0.9529928375947,24.5382927374658,-5.18850775180439,8.30182403507442,-18.6763536575488,-5.10224178460393,0.895700488753162,26.23489352471,-4.05391450611114,9.08440126014215,-20.8680100413269,-4.61590481377057,1.36942569780027,24.2147264248981,-3.78704769651806,8.35251925025679,-19.2311953470216,-4.8872248609225,1.67852588185823,23.9137830416784,-4.14550229900112,8.09273901684096,-18.0744117426566,-13.1894625093925,0.142045180369908,4.52047978723038,-13.1884181355687,1.53676333730862,-7.22635305436259,-19.7796078255654,2.0101300814129,6.70112974621371,-20.7873785872345,2.72346497728573,-8.31014897406644,-26.4888737996595,0.811805905020577,10.5935075406892,-28.7401215334027,1.61623570448702,-9.71255689338425,-27.6388198575791,-0.44012946099281,10.7202731528715,-30.4809117417949,0.776390258025823,-10.0636483157318,-27.4248352439974,3.93519022769417,8.41017684988591,-29.4744619579079,5.44996656625053,-14.2463430759394
0,0,0,0.546378528607442,-0.654069534388612,0.755087822685527,0.533266227808411,-0.713689527084205,0.75442391224468,0.517330150274806,-0.778663115418534,0.755819794385405,0.502520911091118,-0.802148564505928,-1.50502184919518,0.459580798318205,-0.972229892839009,-1.50601416564969,0.407857581885071,-1.15549923838198,-1.50766106717827,-0.27242764628856,-1.80364507709712,5.41361182033387,-0.452249668183964,-2.16659837343334,-4.85961864260518,-0.771278538406036,0.203828578045804,2.08021603951951,-0.845801302322267,-0.070456347262184,-0.908208779373513,-5.77326052680806,-2.69305903207703,13.3769210951488,-4.77326052680806,-1.0332439582758,-11.1501274791557,-9.26027738929815,-1.66060341525552,23.4579988959879,-7.43934670099144,3.19455554466823,-17.5103750272802,-6.55290795556783,2.95725140520751,27.5586059634468,-6.21984482589679,11.590485564889,-20.4162740037725,-5.5928238658127,2.89118215586891,29.1691318807288,-4.72783958810273,12.6827081533213,-23.1650469525258,-5.01270699530558,3.26968403987137,26.6149233844568,-4.39988063530523,11.6994325723092,-21.4411602064608,-5.32693010039105,3.64147834065259,26.6050446197923,-4.86175074157544,11.3255449354629,-19.7563587170745,-16.6779536081097,0.444156920034562,7.1376917545942,-16.6740764824828,1.68493510658198,-8.30275673152297,-25.1339311960521,3.09806165988188,10.2946151295864,-26.5270819786034,3.61747623840871,-9.99277207523094,-33.8085922537658,1.75462983582901,15.9158749615851,-36.684618879219,2.90466413090922,-11.8640564037154,-35.2237464480095,0.188382430229554,16.1627761561228,-38.9415357960467,1.85945252581039,-12.3682341680325,-34.9256698675408,5.87249356410508,13.1511815239709,-37.6164284568995,7.87651098778739,-18.3839609119596
0,0,0,0.728023821273906,-0.898338166715647,0.96681657487399,0.712874910587048,-0.982949157993379,0.967518665820132,0.694820425522477,-1.07077624304797,0.971412417934159,0.656643174395458,-1.08191058150302,-1.94371939859046,0.591106946208059,-1.31132896757845,-1.94410442878293,0.516521295531293,-1.5453940546625,-1.94490654613708,-0.340706320733269,-2.52560953294555,6.95777681279562,-0.588234641765968,-2.91561635328236,-6.20406964090649,-1.00349888822965,0.26507821207366,2.68690928536178,-1.11696600367078,-0.062547478970628,-1.14679787266487,-7.10577621532302,-3.24920290779237,17.7799483137688,-6.10577621532302,-1.59248210354713,-13.9440803427358,-10.1959377408605,1.39123780795484,24.8106398293807,-8.88580094597517,5.22189383563543,-19.2447130260115,-7.33099704452072,7.27880206051801,23.0038494355201,-7.64701152803269,15.3307475200035,-19.6469493201843,-5.96394093477429,7.29407296096882,23.9975614176874,-5.77766811021221,16.6206395590625,-23.0871521558918,-5.24375218333953,7.69973328601609,20.646698062858,-5.40635344870608,15.4314500701441,-20.7604095043889,-5.68956377569409,8.10095761964701,21.4896431730092,-6.03010374674925,14.9453153158149,-18.7409174808559,-20.7301364621859,-0.041570784560532,10.1657035135825,-20.6891978064022,1.42214003315904,-9.15855844834565,-31.1612177905436,4.00245088525754,13.3214081985439,-32.9201687894734,4.80947416866748,-10.9057575356404,-42.0617379105371,2.98503961894834,19.4040798298243,-45.5224613652873,4.43363479591667,-12.7863863928736,-43.7987834293541,1.10449532280155,19.5861190550784,-48.2226701341333,3.1661001535962,-13.2917539424874,-43.4359304214746,8.09021697543015,15.6689708985101,-46.688747276024,10.4543397858525,-19.8221016687645
0,0,0,0.815059209148152,-1.17935258092738,1.06041828398211,0.790198760366222,-1.30120882776977,1.06116186400996,0.760674281911944,-1.44801794141929,1.0654053435332,0.738925239978805,-1.37953618473747,-2.2622325845933,0.66589651645657,-1.63955121806957,-2.26447044856629,0.586053503875396,-1.92201767032642,-2.26813790386677,-0.401088068216825,-3.00934038174806,7.64432951877934,-0.605442805564797,-3.34243958941752,-7.36171384991929,-1.17428807314579,0.200220571020172,2.96003777201705,-1.30096237970254,-0.149563170800833,-1.40335856730497,-7.86293790740946,-3.26495631708008,19.6000374100465,-6.86293790740946,-1.64711101253188,-15.8759785721107,-11.028390817345,3.84523061377891,23.6129928768807,-9.51086219856321,7.23624511724767,-21.3183867393997,-8.75037275270169,11.4329045136964,17.3615449944857,-8.45187485367146,18.4038914149816,-22.0356692181743,-7.34699887866129,11.6081475731027,17.8559352203554,-6.4001022759479,19.8033344423496,-26.1683121888593,-6.61050115214471,12.0965768363462,13.9112951577576,-5.97652582159624,18.5653272214213,-23.2287489564465,-7.08631227434599,12.4827917637056,15.4761156203406,-6.72437248160881,18.0137826081599,-20.950202568759,-22.9338749029611,0.363147388266607,11.2098030687405,-22.8301418308627,1.93894249134351,-10.2123278136668,-34.6149187337498,5.22679999507104,12.8158951109324,-36.3918832329057,5.67121363350708,-11.8350604914483,-46.86462607667,5.12981035821227,18.8071415836445,-50.5020147129496,6.16979039591882,-10.6991443823703,-48.6384730077754,3.55035550133698,18.9677795144665,-53.4681311843062,4.92358877675502,-10.9350059648134,-48.2032411001442,10.7006272103311,14.0119414678139,-51.8819020861829,12.5959545549764,-19.3669893788585
0,0,0,0.696025027401259,-1.18842703003398,0.968796730162315,0.665352140602883,-1.32647429789437,0.969184340937756,0.629711226529927,-1.49329426473747,0.972681443839811,0.644741987541377,-1.37243130407962,-2.08321798527768,0.588083343889932,-1.6178199062574,-2.08691543406899,0.528731390551936,-1.87410291857833,-2.09193957196204,-0.36991424369771,-2.81698712829297,6.87536032999928,-0.504464064419121,-3.15879511569115,-6.85500852674859,-1.04051530890445,0.115151381629315,2.68212999005844,-1.14910140393587,-0.136532625398626,-1.32069361330352,-7.05678532283916,-2.78015653141368,17.8012970675145,-6.05678532283916,-1.04448091825888,-14.7899394865913,-10.0590104703103,4.01760289930106,21.7334589855476,-8.20874527018468,7.69540815483501,-19.7557512523339,-8.6763071364445,10.749538722523,16.7218279083889,-7.43574335898128,17.6703421990405,-20.4677254648575,-7.32300989750001,10.6730520320994,17.5242235219843,-5.6224905128304,18.9000115663606,-24.3340031896993,-6.62674252730487,11.1798734309681,13.9127912760725,-5.22238256013131,17.8831742499766,-21.2725651606072,-7.05302900953399,11.6265497546279,15.0537838350472,-5.89294507080265,17.4171655807139,-19.34371755567,-20.4030463590749,0.955634745347294,9.94899742717324,-20.3186917895363,2.47634679253804,-9.5283614219188,-30.8325962073353,5.38314946491813,11.2375781245697,-32.4564113438459,5.51724213900562,-10.7836819478027,-41.8770977798095,5.8380709513607,17.0225284993749,-45.0254170774561,6.58053767053497,-8.30866322131405,-43.4071799560478,4.51800221413189,17.2774979035971,-47.6369677408695,5.6290172448929,-8.41759768411168,-43.2132726741977,10.8089512615595,12.8848213375945,-46.2972072746901,12.421379040653,-15.7888943832927
